awardYear,category,name,gender,birth_date,affiliation_1,birth_cityNow,birth_countryNow,motivation,award_link,laureate_link,age,affiliation_country,affiliation_zone,birth_zone,affiliation_lat,affiliation_lon,affiliation_zone_lat,affiliation_zone_lon,birth_lat,birth_lon,birth_zone_lat,birth_zone_lon
2003,Medicine,Paul C. Lauterbur,male,1929-05-06,"University of Illinois, Urbana, IL, USA","Sidney, OH",USA,for their discoveries concerning magnetic resonance imaging,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2003,http://masterdataapi.nobelprize.org/2/laureate/764,74,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2003,Chemistry,Peter Agre,male,1949-01-30,"Johns Hopkins University School of Medicine, Baltimore, MD, USA","Northfield, MN",USA,for the discovery of water channels,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2003,http://masterdataapi.nobelprize.org/2/laureate/769,54,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2003,Physics,Vitaly L. Ginzburg,male,1916-10-04,"P.N. Lebedev Physical Institute, Moscow, Russia",Moscow,Russia,for pioneering contributions to the theory of superconductors and superfluids,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2003,http://masterdataapi.nobelprize.org/2/laureate/767,87,Russia,Russia,Russia,61.1,81.38,61.1,81.38,61.1,81.38,61.1,81.38
2003,Physics,Alexei Abrikosov,male,1928-06-25,"Argonne National Laboratory, Argonne, IL, USA",Moscow,Russia,for pioneering contributions to the theory of superconductors and superfluids,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2003,http://masterdataapi.nobelprize.org/2/laureate/766,75,USA,North America,Russia,38.51,-100.3,38.51,-100.3,61.1,81.38,61.1,81.38
2004,Physics,Frank Wilczek,male,1951-05-15,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA","New York, NY",USA,for the discovery of asymptotic freedom in the theory of the strong interaction,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2004,http://masterdataapi.nobelprize.org/2/laureate/778,53,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2004,Economic Sciences,Edward C. Prescott,male,1940-12-26,"Arizona State University, Tempe, AZ, USA","Glens Falls, NY",USA,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2004,http://masterdataapi.nobelprize.org/2/laureate/787,64,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2004,Medicine,Richard Axel,male,1946-07-02,"Columbia University, New York, NY, USA","New York, NY",USA,for their discoveries of odorant receptors and the organization of the olfactory system,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2004,http://masterdataapi.nobelprize.org/2/laureate/774,58,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2004,Literature,Elfriede Jelinek,female,1946-10-20,,Mürzzuschlag,Austria,for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2004,http://masterdataapi.nobelprize.org/2/laureate/782,58,,,Europe,0.0,0.0,0.0,0.0,47.35,14.47,48.55,5.72
2004,Medicine,Linda B. Buck,female,1947-01-29,"Fred Hutchinson Cancer Research Center, Seattle, WA, USA","Seattle, WA",USA,for their discoveries of odorant receptors and the organization of the olfactory system,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2004,http://masterdataapi.nobelprize.org/2/laureate/775,57,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2004,Peace,Wangari Maathai,female,1940-04-01,,Nyeri,Kenya,"for her contribution to sustainable development, democracy and peace",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2004,http://masterdataapi.nobelprize.org/2/laureate/783,64,,,Kenya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,Physics,David J. Gross,male,1941-02-19,"University of California, Kavli Institute for Theoretical Physics, Santa Barbara, CA, USA","Washington, DC",USA,for the discovery of asymptotic freedom in the theory of the strong interaction,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2004,http://masterdataapi.nobelprize.org/2/laureate/776,63,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2004,Chemistry,Irwin Rose,male,1926-07-16,"University of California, Irvine, CA, USA","Brooklyn, NY",USA,for the discovery of ubiquitin-mediated protein degradation,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2004,http://masterdataapi.nobelprize.org/2/laureate/781,78,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2004,Chemistry,Avram Hershko,male,1937-12-31,"Technion - Israel Institute of Technology, Haifa, Israel",Karcag,Hungary,for the discovery of ubiquitin-mediated protein degradation,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2004,http://masterdataapi.nobelprize.org/2/laureate/780,67,Israel,Israel,Europe,31.51,34.93,31.51,34.93,46.66,18.98,48.55,5.72
2004,Chemistry,Aaron Ciechanover,male,1947-10-01,"Technion - Israel Institute of Technology, Haifa, Israel",Haifa,Israel,for the discovery of ubiquitin-mediated protein degradation,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2004,http://masterdataapi.nobelprize.org/2/laureate/779,57,Israel,Israel,Israel,31.51,34.93,31.51,34.93,31.51,34.93,31.51,34.93
2004,Economic Sciences,Finn E. Kydland,male,1943-12-01,"Carnegie Mellon University, Pittsburgh, PA, USA",Gjesdal,Norway,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2004,http://masterdataapi.nobelprize.org/2/laureate/786,61,USA,North America,Europe,38.51,-100.3,38.51,-100.3,61.19,8.66,48.55,5.72
2004,Physics,H. David Politzer,male,1949-08-31,"California Institute of Technology (Caltech), Pasadena, CA, USA","New York, NY",USA,for the discovery of asymptotic freedom in the theory of the strong interaction,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2004,http://masterdataapi.nobelprize.org/2/laureate/777,55,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2005,Chemistry,Robert H. Grubbs,male,1942-02-27,"California Institute of Technology (Caltech), Pasadena, CA, USA","Possum Trot, KY",USA,for the development of the metathesis method in organic synthesis,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2005,http://masterdataapi.nobelprize.org/2/laureate/795,63,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2005,Medicine,Barry J. Marshall,male,1951-09-30,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre, Nedlands, Australia",Kalgoorlie,Australia,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2005,http://masterdataapi.nobelprize.org/2/laureate/789,54,Australia,Australia,Australia,-26.32,134.63,-26.32,134.63,-26.32,134.63,-26.32,134.63
2005,Physics,Theodor W. Hänsch,male,1941-10-30,"Max-Planck-Institut für Quantenoptik, Garching, Germany",Heidelberg,Germany,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2005,http://masterdataapi.nobelprize.org/2/laureate/793,64,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
2005,Economic Sciences,Thomas C. Schelling,male,1921-04-14,"University of Maryland, Department of Economics and School of Public Policy, College Park, MD, USA","Oakland, CA",USA,for having enhanced our understanding of conflict and cooperation through game-theory analysis,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2005,http://masterdataapi.nobelprize.org/2/laureate/800,84,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2005,Physics,Roy J. Glauber,male,1925-09-01,"Harvard University, Cambridge, MA, USA","New York, NY",USA,for his contribution to the quantum theory of optical coherence,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2005,http://masterdataapi.nobelprize.org/2/laureate/791,80,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2005,Economic Sciences,Robert J. Aumann,male,1930-06-08,"University of Jerusalem, Center for RationalityHebrew, Jerusalem, Israel",Frankfurt-on-the-Main,Germany,for having enhanced our understanding of conflict and cooperation through game-theory analysis,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2005,http://masterdataapi.nobelprize.org/2/laureate/799,75,Israel,Israel,Europe,31.51,34.93,31.51,34.93,51.42,10.6,48.55,5.72
2005,Chemistry,Yves Chauvin,male,1930-10-10,"Institut Français du Pétrole, Rueil-Malmaison, France",Menin,Belgium,for the development of the metathesis method in organic synthesis,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2005,http://masterdataapi.nobelprize.org/2/laureate/794,75,France,Europe,Europe,46.97,2.7,48.55,5.72,50.67,4.86,48.55,5.72
2005,Medicine,J. Robin Warren,male,1937-06-11,,Adelaide,Australia,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2005,http://masterdataapi.nobelprize.org/2/laureate/790,68,,,Australia,0.0,0.0,0.0,0.0,-26.32,134.63,-26.32,134.63
2005,Chemistry,Richard R. Schrock,male,1945-01-04,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA","Berne, IN",USA,for the development of the metathesis method in organic synthesis,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2005,http://masterdataapi.nobelprize.org/2/laureate/796,60,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2005,Literature,Harold Pinter,male,1930-10-10,,London,United Kingdom,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2005,http://masterdataapi.nobelprize.org/2/laureate/801,75,,,Europe,0.0,0.0,0.0,0.0,52.94,-1.23,48.55,5.72
2005,Physics,John L. Hall,male,1934-08-21,"University of Colorado, JILA, Boulder, CO, USA","Denver, CO",USA,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2005,http://masterdataapi.nobelprize.org/2/laureate/792,71,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2005,Peace,Mohamed ElBaradei,male,1942-06-17,,Cairo,Egypt,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2005,http://masterdataapi.nobelprize.org/2/laureate/798,63,,,Egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,Physics,George F. Smoot,male,1945-02-20,"University of California, Berkeley, CA, USA","Yukon, FL",USA,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2006,http://masterdataapi.nobelprize.org/2/laureate/805,61,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2006,Economic Sciences,Edmund S. Phelps,male,1933-07-26,"Columbia University, New York, NY, USA","Evanston, IL",USA,for his analysis of intertemporal tradeoffs in macroeconomic policy,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2006,http://masterdataapi.nobelprize.org/2/laureate/807,73,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2006,Medicine,Craig C. Mello,male,1960-10-19,"University of Massachusetts Medical School, Worcester, MA, USA","New Haven, CT",USA,for their discovery of RNA interference - gene silencing by double-stranded RNA,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2006,http://masterdataapi.nobelprize.org/2/laureate/803,46,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2006,Physics,John C. Mather,male,1946-08-07,"NASA Goddard Space Flight Center, Greenbelt, MD, USA","Roanoke, VA",USA,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2006,http://masterdataapi.nobelprize.org/2/laureate/804,60,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2006,Peace,Muhammad Yunus,male,1940-06-28,,Chittagong,Bangladesh,for their efforts to create economic and social development from below,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2006,http://masterdataapi.nobelprize.org/2/laureate/809,66,,,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,Chemistry,Roger D. Kornberg,male,1947-04-24,"Stanford University, Stanford, CA, USA","St. Louis, MO",USA,for his studies of the molecular basis of eukaryotic transcription,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2006,http://masterdataapi.nobelprize.org/2/laureate/806,59,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2006,Medicine,Andrew Z. Fire,male,1959-04-27,"Stanford University School of Medicine, Stanford, CA, USA","Stanford, CA",USA,for their discovery of RNA interference - gene silencing by double-stranded RNA,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2006,http://masterdataapi.nobelprize.org/2/laureate/802,47,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2006,Literature,Orhan Pamuk,male,1952-06-07,,Istanbul,Turkey,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2006,http://masterdataapi.nobelprize.org/2/laureate/808,54,,,Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,Literature,Doris Lessing,female,1919-10-22,,Kermanshah,Iran,"that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2007,http://masterdataapi.nobelprize.org/2/laureate/817,88,,,Iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,Chemistry,Gerhard Ertl,male,1936-10-10,"Fritz-Haber-Institut der Max-Planck-Gesellschaft, Berlin, Germany",Bad Cannstatt,Germany,for his studies of chemical processes on solid surfaces,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2007,http://masterdataapi.nobelprize.org/2/laureate/816,71,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
2007,Medicine,Sir Martin J. Evans,male,1941-01-01,"Cardiff University, Cardiff, United Kingdom",Stroud,United Kingdom,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2007,http://masterdataapi.nobelprize.org/2/laureate/812,66,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
2007,Physics,Albert Fert,male,1938-03-07,"Universit&eacute; Paris-Sud, Orsay, France",Carcassonne,France,for the discovery of Giant Magnetoresistance,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2007,http://masterdataapi.nobelprize.org/2/laureate/814,69,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
2007,Economic Sciences,Roger B. Myerson,male,1951-03-29,"University of Chicago, Chicago, IL, USA","Boston, MA",USA,for having laid the foundations of mechanism design theory,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2007,http://masterdataapi.nobelprize.org/2/laureate/822,56,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2007,Peace,Al Gore,male,1948-03-31,,"Washington, DC",USA,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2007,http://masterdataapi.nobelprize.org/2/laureate/819,59,,,North America,0.0,0.0,0.0,0.0,38.51,-100.3,38.51,-100.3
2007,Economic Sciences,Eric S. Maskin,male,1950-12-12,"Institute for Advanced Study, Princeton, NJ, USA","New York, NY",USA,for having laid the foundations of mechanism design theory,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2007,http://masterdataapi.nobelprize.org/2/laureate/821,57,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2007,Medicine,Oliver Smithies,male,1925-06-23,"University of North Carolina, Chapel Hill, NC, USA",Halifax,United Kingdom,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2007,http://masterdataapi.nobelprize.org/2/laureate/813,82,USA,North America,Europe,38.51,-100.3,38.51,-100.3,52.94,-1.23,48.55,5.72
2007,Physics,Peter Grünberg,male,1939-05-18,"Forschungszentrum J&uuml;lich, Jülich, Germany",Plzen,Czech Republic,for the discovery of Giant Magnetoresistance,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2007,http://masterdataapi.nobelprize.org/2/laureate/815,68,Germany,Europe,Europe,51.42,10.6,48.55,5.72,49.9,15.61,48.55,5.72
2007,Medicine,Mario R. Capecchi,male,1937-10-06,"University of Utah, Salt Lake City, UT, USA",Verona,Italy,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2007,http://masterdataapi.nobelprize.org/2/laureate/811,70,USA,North America,Europe,38.51,-100.3,38.51,-100.3,42.41,12.74,48.55,5.72
2007,Economic Sciences,Leonid Hurwicz,male,1917-08-21,"University of Minnesota, Minneapolis, MN, USA",Moscow,Russia,for having laid the foundations of mechanism design theory,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2007,http://masterdataapi.nobelprize.org/2/laureate/820,90,USA,North America,Russia,38.51,-100.3,38.51,-100.3,61.1,81.38,61.1,81.38
2008,Economic Sciences,Paul Krugman,male,1953-02-28,"Princeton University, Princeton, NJ, USA","New York, NY",USA,for his analysis of trade patterns and location of economic activity,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2008,http://masterdataapi.nobelprize.org/2/laureate/834,55,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2008,Physics,Yoichiro Nambu,male,1921-01-18,"Enrico Fermi Institute, University of Chicago, Chicago, IL, USA",Tokyo,Japan,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2008,http://masterdataapi.nobelprize.org/2/laureate/826,87,USA,North America,Japan,38.51,-100.3,38.51,-100.3,36.98,139.59,36.98,139.59
2008,Medicine,Françoise Barré-Sinoussi,female,1947-07-30,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur, Paris, France",Paris,France,for their discovery of human immunodeficiency virus,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2008,http://masterdataapi.nobelprize.org/2/laureate/824,61,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
2008,Medicine,Luc Montagnier,male,1932-08-18,"World Foundation for AIDS Research and Prevention, Paris, France",Chabris,France,for their discovery of human immunodeficiency virus,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2008,http://masterdataapi.nobelprize.org/2/laureate/825,76,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
2008,Chemistry,Roger Y. Tsien,male,1952-02-01,"University of California, San Diego, CA, USA","New York, NY",USA,"for the discovery and development of the green fluorescent protein, GFP",https://masterdataapi.nobelprize.org/2/nobelPrize/che/2008,http://masterdataapi.nobelprize.org/2/laureate/831,56,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2008,Chemistry,Osamu Shimomura,male,1928-08-27,"Marine Biological Laboratory (MBL), Woods Hole, MA, USA",Kyoto,Japan,"for the discovery and development of the green fluorescent protein, GFP",https://masterdataapi.nobelprize.org/2/nobelPrize/che/2008,http://masterdataapi.nobelprize.org/2/laureate/829,80,USA,North America,Japan,38.51,-100.3,38.51,-100.3,36.98,139.59,36.98,139.59
2008,Literature,Jean-Marie Gustave Le Clézio,male,1940-04-13,,Nice,France,"author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2008,http://masterdataapi.nobelprize.org/2/laureate/832,68,,,Europe,0.0,0.0,0.0,0.0,46.97,2.7,48.55,5.72
2008,Medicine,Harald zur Hausen,male,1936-03-11,"German Cancer Research Center, Heidelberg, Germany",Gelsenkirchen,Germany,for his discovery of human papilloma viruses causing cervical cancer,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2008,http://masterdataapi.nobelprize.org/2/laureate/823,72,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
2008,Physics,Toshihide Maskawa,male,1940-02-07,"Kyoto Sangyo University, Kyoto, Japan",Nagoya,Japan,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2008,http://masterdataapi.nobelprize.org/2/laureate/828,68,Japan,Japan,Japan,36.98,139.59,36.98,139.59,36.98,139.59,36.98,139.59
2008,Peace,Martti Ahtisaari,male,1937-06-23,,Vyborg,Finland,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2008,http://masterdataapi.nobelprize.org/2/laureate/833,71,,,Europe,0.0,0.0,0.0,0.0,63.55,27.32,48.55,5.72
2008,Physics,Makoto Kobayashi,male,1944-04-07,"High Energy Accelerator Research Organization (KEK), Tsukuba, Japan",Nagoya,Japan,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2008,http://masterdataapi.nobelprize.org/2/laureate/827,64,Japan,Japan,Japan,36.98,139.59,36.98,139.59,36.98,139.59,36.98,139.59
2008,Chemistry,Martin Chalfie,male,1947-01-15,"Columbia University, New York, NY, USA","Chicago, IL",USA,"for the discovery and development of the green fluorescent protein, GFP",https://masterdataapi.nobelprize.org/2/nobelPrize/che/2008,http://masterdataapi.nobelprize.org/2/laureate/830,61,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2009,Economic Sciences,Oliver E. Williamson,male,1932-09-27,"University of California, Berkeley, CA, USA","Superior, WI",USA,"for his analysis of economic governance, especially the boundaries of the firm",https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2009,http://masterdataapi.nobelprize.org/2/laureate/847,77,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2009,Medicine,Jack W. Szostak,male,1952-11-09,"Harvard Medical School, Boston, MA, USA",London,United Kingdom,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2009,http://masterdataapi.nobelprize.org/2/laureate/837,57,USA,North America,Europe,38.51,-100.3,38.51,-100.3,52.94,-1.23,48.55,5.72
2009,Literature,Herta Müller,female,1953-08-17,,"Nitzkydorf, Banat",Romania,"who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2009,http://masterdataapi.nobelprize.org/2/laureate/844,56,,,Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,Physics,Willard S. Boyle,male,1924-08-19,"Bell Laboratories, Murray Hill, NJ, USA","Amherst, NS",Canada,for the invention of an imaging semiconductor circuit - the CCD sensor,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2009,http://masterdataapi.nobelprize.org/2/laureate/839,85,USA,North America,North America,38.51,-100.3,38.51,-100.3,54.98,-100.53,38.51,-100.3
2009,Physics,Charles K. Kao,male,1933-11-04,"Standard Telecommunication Laboratories, Harlow, United Kingdom",Shanghai,China,for groundbreaking achievements concerning the transmission of light in fibers for optical communication,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2009,http://masterdataapi.nobelprize.org/2/laureate/838,76,United Kingdom,Europe,China,52.94,-1.23,48.55,5.72,32.87,105.22,32.87,105.22
2009,Medicine,Carol W. Greider,female,1961-04-15,"Johns Hopkins University School of Medicine, Baltimore, MD, USA","San Diego, CA",USA,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2009,http://masterdataapi.nobelprize.org/2/laureate/836,48,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2009,Peace,Barack H. Obama,male,1961-08-04,,"Honolulu, HI",USA,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2009,http://masterdataapi.nobelprize.org/2/laureate/845,48,,,North America,0.0,0.0,0.0,0.0,38.51,-100.3,38.51,-100.3
2009,Economic Sciences,Elinor Ostrom,female,1933-08-07,"Indiana University, Bloomington, IN, USA","Los Angeles, CA",USA,"for her analysis of economic governance, especially the commons",https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2009,http://masterdataapi.nobelprize.org/2/laureate/846,76,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2009,Chemistry,Thomas A. Steitz,male,1940-08-23,"Yale University, New Haven, CT, USA","Milwaukee, WI",USA,for studies of the structure and function of the ribosome,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2009,http://masterdataapi.nobelprize.org/2/laureate/842,69,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2009,Chemistry,Ada E. Yonath,female,1939-06-22,"Weizmann Institute of Science, Rehovot, Israel",Jerusalem,Israel,for studies of the structure and function of the ribosome,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2009,http://masterdataapi.nobelprize.org/2/laureate/843,70,Israel,Israel,Israel,31.51,34.93,31.51,34.93,31.51,34.93,31.51,34.93
2009,Chemistry,Venkatraman Ramakrishnan,male,1952-00-00,"MRC Laboratory of Molecular Biology, Cambridge, United Kingdom","Chidambaram, Tamil Nadu",India,for studies of the structure and function of the ribosome,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2009,http://masterdataapi.nobelprize.org/2/laureate/841,57,United Kingdom,Europe,India,52.94,-1.23,48.55,5.72,20.6,78.66,20.6,78.66
2009,Physics,George E. Smith,male,1930-05-10,"Bell Laboratories, Murray Hill, NJ, USA","White Plains, NY",USA,for the invention of an imaging semiconductor circuit - the CCD sensor,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2009,http://masterdataapi.nobelprize.org/2/laureate/840,79,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2009,Medicine,Elizabeth H. Blackburn,female,1948-11-26,"University of California, San Francisco, CA, USA","Hobart, Tasmania",Australia,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2009,http://masterdataapi.nobelprize.org/2/laureate/835,61,USA,North America,Australia,38.51,-100.3,38.51,-100.3,-26.32,134.63,-26.32,134.63
2010,Chemistry,Richard F. Heck,male,1931-08-15,"University of Delaware, USA","Springfield, MA",USA,for palladium-catalyzed cross couplings in organic synthesis,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2010,http://masterdataapi.nobelprize.org/2/laureate/851,79,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
